"year","math","retained","female","black","hispanic","size","lowinc","school","child"
2.5,-0.703,0,0,1,0,777,96.6,2180,662
-2.5,-3.525,0,0,1,0,777,96.6,2180,663
-1.5,-0.365,1,0,1,0,777,96.6,2180,663
-0.5,-0.574,0,0,1,0,777,96.6,2180,663
-1.5,0.893,0,0,1,0,777,96.6,2180,664
-0.5,0.546,0,0,1,0,777,96.6,2180,664
0.5,1.485,0,0,1,0,777,96.6,2180,664
1.5,1.134,0,0,1,0,777,96.6,2180,664
2.5,1.623,0,0,1,0,777,96.6,2180,664
-1.5,-3.144,0,0,1,0,777,96.6,2180,665
-0.5,-2.162,1,0,1,0,777,96.6,2180,665
0.5,-2.053,0,0,1,0,777,96.6,2180,665
1.5,0.22,0,0,1,0,777,96.6,2180,665
2.5,0.811,0,0,1,0,777,96.6,2180,665
-1.5,-1.541,0,0,1,0,777,96.6,2180,666
-0.5,-2.461,0,0,1,0,777,96.6,2180,666
0.5,-1.555,0,0,1,0,777,96.6,2180,666
1.5,-0.616,0,0,1,0,777,96.6,2180,666
2.5,0.749,0,0,1,0,777,96.6,2180,666
-0.5,0.658,0,0,1,0,777,96.6,2180,667
0.5,0.003,0,0,1,0,777,96.6,2180,667
1.5,0.873,0,0,1,0,777,96.6,2180,667
2.5,0.848,0,0,1,0,777,96.6,2180,667
-1.5,-1.83,0,0,1,0,777,96.6,2180,668
-0.5,-2.136,0,0,1,0,777,96.6,2180,668
0.5,-1.236,0,0,1,0,777,96.6,2180,668
1.5,0.292,0,0,1,0,777,96.6,2180,668
2.5,-0.116,0,0,1,0,777,96.6,2180,668
0.5,-1.934,0,0,1,0,777,96.6,2180,824
1.5,-0.823,0,0,1,0,777,96.6,2180,824
2.5,-0.264,0,0,1,0,777,96.6,2180,824
0.5,-1.757,0,1,1,0,777,96.6,2180,830
1.5,-1.732,0,1,1,0,777,96.6,2180,830
2.5,-0.759,0,1,1,0,777,96.6,2180,830
-1.5,-2.96,0,1,1,0,777,96.6,2180,1162
-0.5,-2.032,1,1,1,0,777,96.6,2180,1162
0.5,-1.468,0,1,1,0,777,96.6,2180,1162
1.5,-1.608,0,1,1,0,777,96.6,2180,1162
2.5,-1.229,0,1,1,0,777,96.6,2180,1162
-1.5,-3.46,0,1,1,0,777,96.6,2180,1163
-0.5,-2.474,1,1,1,0,777,96.6,2180,1163
0.5,-1.295,0,1,1,0,777,96.6,2180,1163
1.5,-1.303,0,1,1,0,777,96.6,2180,1163
2.5,-0.264,0,1,1,0,777,96.6,2180,1163
-1.5,-2.097,0,0,1,0,777,96.6,2180,1164
-0.5,-2.009,0,0,1,0,777,96.6,2180,1164
0.5,-1.236,0,0,1,0,777,96.6,2180,1164
-1.5,-2.032,0,1,1,0,777,96.6,2180,1165
-0.5,-1.568,0,1,1,0,777,96.6,2180,1165
0.5,-1.778,0,1,1,0,777,96.6,2180,1165
1.5,-0.945,0,1,1,0,777,96.6,2180,1165
2.5,-0.975,0,1,1,0,777,96.6,2180,1165
-1.5,-2.596,0,1,1,0,777,96.6,2180,1166
-0.5,-2.873,0,1,1,0,777,96.6,2180,1166
0.5,-1.778,0,1,1,0,777,96.6,2180,1166
1.5,-1.296,0,1,1,0,777,96.6,2180,1166
2.5,0.352,0,1,1,0,777,96.6,2180,1166
-1.5,-2.657,0,1,1,0,777,96.6,2180,1167
-0.5,-2.136,0,1,1,0,777,96.6,2180,1167
0.5,-0.725,0,1,1,0,777,96.6,2180,1167
-1.5,-0.221,0,1,1,0,777,96.6,2180,1168
-0.5,-0.785,0,1,1,0,777,96.6,2180,1168
0.5,0.995,0,1,1,0,777,96.6,2180,1168
-0.5,-0.365,0,1,1,0,777,96.6,2180,1175
0.5,0.003,0,1,1,0,777,96.6,2180,1175
1.5,0.751,0,1,1,0,777,96.6,2180,1175
2.5,0.848,0,1,1,0,777,96.6,2180,1175
0.5,0.343,0,1,1,0,777,96.6,2180,1265
1.5,1.498,0,1,1,0,777,96.6,2180,1265
2.5,2.231,0,1,1,0,777,96.6,2180,1265
-1.5,-0.733,0,0,1,0,777,96.6,2180,1338
-0.5,-0.194,0,0,1,0,777,96.6,2180,1338
0.5,0.716,0,0,1,0,777,96.6,2180,1338
1.5,0.691,0,0,1,0,777,96.6,2180,1338
-0.5,-2.009,0,1,1,0,777,96.6,2180,1570
0.5,-1.665,0,1,1,0,777,96.6,2180,1570
1.5,-0.456,0,1,1,0,777,96.6,2180,1570
2.5,0.352,0,1,1,0,777,96.6,2180,1570
-1.5,-1.898,0,0,1,0,777,96.6,2180,1571
-0.5,1.194,0,0,1,0,777,96.6,2180,1571
0.5,0.343,0,0,1,0,777,96.6,2180,1571
-0.5,-1.054,0,1,1,0,777,96.6,2180,1697
0.5,-0.522,0,1,1,0,777,96.6,2180,1697
1.5,0.573,0,1,1,0,777,96.6,2180,1697
2.5,1.514,0,1,1,0,777,96.6,2180,1697
-1.5,-1.898,0,1,1,0,777,96.6,2180,1712
-0.5,-1.694,0,1,1,0,777,96.6,2180,1712
0.5,-1.665,0,1,1,0,777,96.6,2180,1712
1.5,-0.244,0,1,1,0,777,96.6,2180,1712
-1.5,-2.097,0,0,1,0,777,96.6,2180,1713
-0.5,-2.225,1,0,1,0,777,96.6,2180,1713
0.5,-2.235,0,0,1,0,777,96.6,2180,1713
1.5,-0.762,0,0,1,0,777,96.6,2180,1713
2.5,-0.873,0,0,1,0,777,96.6,2180,1713
-1.5,-1.616,0,0,1,0,800,78.9,2330,22
-0.5,-1.83,0,0,1,0,800,78.9,2330,22
0.5,-1.132,0,0,1,0,800,78.9,2330,22
1.5,-0.616,0,0,1,0,800,78.9,2330,22
2.5,-0.062,0,0,1,0,800,78.9,2330,22
-0.5,-2.395,0,1,1,0,800,78.9,2330,211
0.5,0.003,0,1,1,0,800,78.9,2330,211
1.5,-1.42,0,1,1,0,800,78.9,2330,211
2.5,-0.225,0,1,1,0,800,78.9,2330,211
-2.5,-2.413,0,0,1,0,800,78.9,2330,287
-1.5,-1.384,1,0,1,0,800,78.9,2330,287
-0.5,-0.427,0,0,1,0,800,78.9,2330,287
0.5,0.114,0,0,1,0,800,78.9,2330,287
1.5,0.573,0,0,1,0,800,78.9,2330,287
2.5,1.047,0,0,1,0,800,78.9,2330,287
0.5,-1.894,0,1,1,0,800,78.9,2330,313
1.5,-1.235,0,1,1,0,800,78.9,2330,313
2.5,0.044,0,1,1,0,800,78.9,2330,313
-1.5,-2.162,0,1,1,0,800,78.9,2330,375
-0.5,-2.136,0,1,1,0,800,78.9,2330,375
0.5,-0.522,0,1,1,0,800,78.9,2330,375
1.5,0.632,0,1,1,0,800,78.9,2330,375
2.5,1.25,0,1,1,0,800,78.9,2330,375
0.5,0.716,0,0,1,0,800,78.9,2330,527
1.5,0.237,0,0,1,0,800,78.9,2330,527
2.5,0.897,0,0,1,0,800,78.9,2330,527
0.5,2.14,0,1,1,0,800,78.9,2330,552
1.5,-0.403,0,1,1,0,800,78.9,2330,552
2.5,1.148,0,1,1,0,800,78.9,2330,552
0.5,0.587,0,0,1,0,800,78.9,2330,568
1.5,0.237,0,0,1,0,800,78.9,2330,568
2.5,2.231,0,0,1,0,800,78.9,2330,568
-0.5,-1.12,0,1,1,0,800,78.9,2330,601
0.5,0.852,0,1,1,0,800,78.9,2330,601
1.5,-0.086,0,1,1,0,800,78.9,2330,601
0.5,-0.316,0,0,1,0,800,78.9,2330,639
1.5,0.751,0,0,1,0,800,78.9,2330,639
2.5,1.623,0,0,1,0,800,78.9,2330,639
0.5,-1.236,0,0,1,0,800,78.9,2330,815
1.5,-0.779,0,0,1,0,800,78.9,2330,815
2.5,0.501,0,0,1,0,800,78.9,2330,815
-0.5,-0.351,0,1,1,0,800,78.9,2330,848
0.5,1.146,0,1,1,0,800,78.9,2330,848
1.5,1.578,0,1,1,0,800,78.9,2330,848
2.5,2.682,0,1,1,0,800,78.9,2330,848
-0.5,0.241,0,1,1,0,800,78.9,2330,1042
0.5,1.146,0,1,1,0,800,78.9,2330,1042
1.5,1.346,0,1,1,0,800,78.9,2330,1042
2.5,2.371,0,1,1,0,800,78.9,2330,1042
-1.5,-1.541,0,1,1,0,800,78.9,2330,1047
-0.5,-0.574,0,1,1,0,800,78.9,2330,1047
0.5,-0.928,0,1,1,0,800,78.9,2330,1047
1.5,-0.456,0,1,1,0,800,78.9,2330,1047
2.5,-0.008,0,1,1,0,800,78.9,2330,1047
-1.5,-1.83,0,1,1,0,800,78.9,2330,1048
-0.5,-0.645,0,1,1,0,800,78.9,2330,1048
0.5,0.003,0,1,1,0,800,78.9,2330,1048
1.5,1.421,0,1,1,0,800,78.9,2330,1048
2.5,1.623,0,1,1,0,800,78.9,2330,1048
0.5,0.995,0,1,1,0,800,78.9,2330,1049
1.5,0.811,0,1,1,0,800,78.9,2330,1049
2.5,2.3,0,1,1,0,800,78.9,2330,1049
-1.5,-2.899,0,0,1,0,800,78.9,2330,1050
-0.5,-1.25,0,0,1,0,800,78.9,2330,1050
0.5,1.309,0,0,1,0,800,78.9,2330,1050
1.5,1.273,0,0,1,0,800,78.9,2330,1050
-1.5,-0.619,0,0,1,0,800,78.9,2330,1051
-0.5,0.546,0,0,1,0,800,78.9,2330,1051
0.5,1.894,0,0,1,0,800,78.9,2330,1051
1.5,2.034,0,0,1,0,800,78.9,2330,1051
2.5,3.055,0,0,1,0,800,78.9,2330,1051
-2.5,-3.558,0,1,1,0,800,78.9,2330,1052
-1.5,-1.76,1,1,1,0,800,78.9,2330,1052
-0.5,-0.574,0,1,1,0,800,78.9,2330,1052
0.5,0.716,0,1,1,0,800,78.9,2330,1052
1.5,-0.456,0,1,1,0,800,78.9,2330,1052
2.5,0.749,0,1,1,0,800,78.9,2330,1052
-1.5,-1.616,0,0,1,0,800,78.9,2330,1053
-0.5,-0.645,0,0,1,0,800,78.9,2330,1053
0.5,-0.522,0,0,1,0,800,78.9,2330,1053
1.5,0.292,0,0,1,0,800,78.9,2330,1053
2.5,1.679,0,0,1,0,800,78.9,2330,1053
-1.5,-1.76,0,0,1,0,800,78.9,2330,1054
-0.5,-0.988,0,0,1,0,800,78.9,2330,1054
0.5,-0.826,0,0,1,0,800,78.9,2330,1054
1.5,0.128,0,0,1,0,800,78.9,2330,1054
2.5,0.65,0,0,1,0,800,78.9,2330,1054
-2.5,-2.288,0,1,1,0,800,78.9,2330,1055
-1.5,-1.689,1,1,1,0,800,78.9,2330,1055
-0.5,-2.009,0,1,1,0,800,78.9,2330,1055
0.5,-0.419,0,1,1,0,800,78.9,2330,1055
1.5,-0.456,0,1,1,0,800,78.9,2330,1055
2.5,0.2,0,1,1,0,800,78.9,2330,1055
-1.5,-2.596,0,0,1,0,800,78.9,2330,1056
-0.5,-1.441,0,0,1,0,800,78.9,2330,1056
0.5,-0.725,0,0,1,0,800,78.9,2330,1056
-1.5,-2.288,0,0,1,0,800,78.9,2330,1057
-0.5,-0.988,0,0,1,0,800,78.9,2330,1057
0.5,0.587,0,0,1,0,800,78.9,2330,1057
1.5,-0.192,0,0,1,0,800,78.9,2330,1057
2.5,0.848,0,0,1,0,800,78.9,2330,1057
-1.5,-2.097,0,0,1,0,800,78.9,2330,1058
-0.5,-1.12,0,0,1,0,800,78.9,2330,1058
0.5,-0.419,0,0,1,0,800,78.9,2330,1058
1.5,-0.456,0,0,1,0,800,78.9,2330,1058
2.5,0.2,0,0,1,0,800,78.9,2330,1058
0.5,0.852,0,1,1,0,800,78.9,2330,1177
1.5,-0.192,0,1,1,0,800,78.9,2330,1177
2.5,0.997,0,1,1,0,800,78.9,2330,1177
-1.5,-1.541,0,1,1,0,800,78.9,2330,1192
-0.5,0.058,0,1,1,0,800,78.9,2330,1192
0.5,1.894,0,1,1,0,800,78.9,2330,1192
1.5,1.839,0,1,1,0,800,78.9,2330,1192
2.5,1.973,0,1,1,0,800,78.9,2330,1192
-1.5,-1.76,0,0,1,0,800,78.9,2330,1486
-0.5,-0.501,0,0,1,0,800,78.9,2330,1486
0.5,0.343,0,0,1,0,800,78.9,2330,1486
-1.5,-0.497,0,1,1,0,800,78.9,2330,1490
-0.5,0.905,0,1,1,0,800,78.9,2330,1490
0.5,1.894,0,1,1,0,800,78.9,2330,1490
1.5,1.421,0,1,1,0,800,78.9,2330,1490
2.5,2.3,0,1,1,0,800,78.9,2330,1490
-1.5,-1.83,0,0,1,0,800,78.9,2330,1491
-0.5,-0.112,0,0,1,0,800,78.9,2330,1491
0.5,0.995,0,0,1,0,800,78.9,2330,1491
1.5,0.811,0,0,1,0,800,78.9,2330,1491
2.5,0.699,0,0,1,0,800,78.9,2330,1491
0.5,1.485,0,1,1,0,800,78.9,2330,1539
1.5,0.751,0,1,1,0,800,78.9,2330,1539
2.5,1.098,0,1,1,0,800,78.9,2330,1539
-1.5,-3.558,0,0,1,0,800,78.9,2330,1678
-0.5,-1.689,0,0,1,0,800,78.9,2330,1678
0.5,-1.132,0,0,1,0,800,78.9,2330,1678
-1.5,-1.616,0,0,1,0,800,78.9,2330,1679
-0.5,-0.645,0,0,1,0,800,78.9,2330,1679
0.5,0.003,0,0,1,0,800,78.9,2330,1679
